daily_income,income_stability,goal_type,goal_amount,daily_expense,profile_type,months_to_reach_goal,recommended_daily_saving,discipline_score
1064.28,0.98,House Downpayment,850462,126,urban,30.21,375.31,100
193.98,0.61,Education,165390,138,student,98.48,22.39,21
790.59,0.73,House Downpayment,1987368,105,urban,96.63,274.24,75
389.98,0.62,Bike,102697,103,rural,11.93,114.79,54
290.36,0.68,Marriage,536632,122,rural,106.25,67.34,47
1459.12,0.92,Education,143901,109,urban,3.55,540.05,100
1017.6,0.64,Emergency Fund,21596,151,urban,0.83,346.64,65
2221.56,0.99,Emergency Fund,135005,153,urban,2.18,827.42,100
617.4,0.9,Emergency Fund,120591,120,rural,8.08,198.96,87
354.56,0.64,Marriage,478267,140,rural,74.3,85.82,46
111.6,0.62,Bike,81775,120,student,,,5
264.96,0.96,Emergency Fund,23832,142,student,6.46,49.18,53
290.16,0.72,House Downpayment,1165850,143,rural,264.08,58.86,43
595.98,0.77,Bike,120638,99,rural,8.09,198.79,77
366.52,0.98,House Downpayment,739095,138,student,107.81,91.41,73
1809.48,0.68,Bike,78697,126,urban,1.56,673.39,75
1065.0,0.6,House Downpayment,799413,149,urban,29.09,366.4,61
437.58,0.78,Emergency Fund,34678,121,rural,3.65,126.63,67
834.3,0.81,Marriage,329165,177,urban,16.69,262.92,76
1340.14,0.74,Bike,144803,163,urban,4.1,470.86,77
232.36,0.74,Gold,208138,104,rural,54.05,51.34,49
627.2,0.8,Bike,132320,119,rural,8.68,203.28,77
339.3,0.87,Emergency Fund,135398,152,student,24.1,74.92,57
238.0,0.68,Education,220146,168,rural,104.83,28.0,24
189.52,0.92,Bike,71292,112,student,30.66,31.01,45
92.46,0.69,Gold,159230,135,student,,,5
243.0,0.75,Gold,292401,176,student,145.47,26.8,24
1378.74,0.66,Education,110339,175,urban,3.06,481.5,69
106.14,0.87,Gold,252546,142,student,,,5
290.08,0.98,Marriage,468058,105,student,84.3,74.03,75
260.4,0.84,Education,196950,151,student,60.01,43.76,42
1932.56,0.68,Gold,73980,146,urban,1.38,714.62,75
264.26,0.73,House Downpayment,1695268,163,rural,558.06,40.5,33
233.63,0.61,House Downpayment,1292086,130,student,415.61,41.45,32
1944.0,1.0,Emergency Fund,47483,90,urban,0.85,741.6,100
407.02,0.94,Emergency Fund,27809,122,student,3.25,114.01,78
328.44,0.68,Marriage,418301,161,student,83.27,66.98,41
529.9,0.7,Marriage,526533,132,rural,44.11,159.16,63
482.4,0.67,Emergency Fund,83779,112,rural,7.54,148.16,61
779.04,0.72,Bike,67862,156,urban,3.63,249.22,69
444.62,0.86,Emergency Fund,21154,166,rural,2.53,111.45,64
281.48,0.62,Education,268857,152,rural,69.21,51.79,34
265.44,0.84,Bike,85785,114,rural,18.88,60.58,57
369.27,0.99,Emergency Fund,56174,115,rural,7.36,101.71,81
1372.02,0.78,Education,320919,83,urban,8.3,515.61,87
243.32,0.79,House Downpayment,1909288,140,rural,615.98,41.33,40
381.3,0.82,Gold,254153,143,student,35.55,95.32,61
976.92,0.84,Emergency Fund,43601,151,urban,1.76,330.37,85
630.58,0.82,Emergency Fund,114041,96,rural,7.11,213.83,83
221.19,0.73,Education,271382,147,student,121.93,29.68,29
271.32,0.76,Education,242755,132,student,58.08,55.73,46
2313.63,0.99,Education,244854,91,urban,3.67,889.05,100
2264.4,0.9,House Downpayment,1222540,105,urban,18.87,863.76,100
544.71,0.67,Marriage,423657,168,urban,37.49,150.68,55
2469.28,0.88,House Downpayment,1440751,108,urban,20.34,944.51,100
1716.03,0.69,Bike,109148,147,urban,2.32,627.61,75
228.92,0.97,House Downpayment,1738383,166,student,920.95,25.17,31
281.01,0.87,Emergency Fund,33413,120,student,6.92,64.4,59
378.28,0.98,Gold,239658,148,student,34.69,92.11,71
311.64,0.84,Gold,118317,145,student,23.67,66.66,53
733.24,0.92,Bike,92392,173,rural,5.5,224.1,84
181.3,0.98,Gold,80101,148,student,80.18,13.32,21
1029.7,0.7,Marriage,556687,113,urban,20.24,366.68,74
118.2,0.6,Bike,119182,151,student,,,5
357.87,0.79,Emergency Fund,122319,167,rural,21.36,76.35,50
195.03,0.99,Emergency Fund,129773,155,student,108.06,16.01,24
602.16,0.78,Marriage,422552,140,rural,30.48,184.86,71
2901.69,0.99,Bike,136078,152,urban,1.65,1099.88,100
259.38,0.99,Bike,118300,152,student,36.72,42.95,49
236.64,0.68,Emergency Fund,70976,137,student,23.74,39.86,34
2242.56,0.96,Marriage,340465,186,urban,5.52,822.62,100
170.94,0.77,Education,146249,123,student,101.69,19.18,25
2563.12,0.92,House Downpayment,741682,147,urban,10.23,966.45,100
785.52,0.72,Marriage,794862,119,urban,39.75,266.61,73
550.16,0.92,Bike,54319,106,rural,4.08,177.66,89
314.34,0.93,Education,183932,105,rural,29.29,83.74,74
392.0,0.98,House Downpayment,773544,103,student,89.22,115.6,86
197.58,0.74,House Downpayment,1881981,129,student,914.74,27.43,30
1655.28,0.72,House Downpayment,1953180,129,urban,42.66,610.51,79
1213.8,0.84,Education,166849,127,urban,5.12,434.72,90
346.5,0.77,House Downpayment,871236,95,student,115.47,100.6,67
597.36,0.76,Emergency Fund,57731,126,rural,4.08,188.54,71
596.6,0.76,Emergency Fund,142768,78,rural,9.18,207.44,79
1450.35,0.99,Bike,149056,106,urban,3.7,537.74,100
102.82,0.97,Emergency Fund,68702,183,student,,,5
373.18,0.94,Emergency Fund,98405,139,student,14.01,93.67,70
608.18,0.94,Emergency Fund,33247,126,rural,2.3,192.87,89
694.98,0.66,House Downpayment,570875,99,urban,31.93,238.39,67
785.46,0.78,Bike,107388,106,urban,5.27,271.78,80
1498.5,0.81,Marriage,487698,138,urban,11.95,544.2,88
506.6,0.68,Emergency Fund,92983,140,rural,8.45,146.64,59
452.64,0.69,Education,282465,129,rural,29.09,129.46,59
558.36,0.94,Emergency Fund,107399,173,rural,9.29,154.14,77
457.47,0.69,Bike,89779,143,rural,9.52,125.79,56
597.52,0.88,House Downpayment,507133,172,rural,39.73,170.21,75
630.8,0.95,Marriage,341796,104,rural,21.63,210.72,95
2058.21,0.81,Bike,90328,136,urban,1.57,768.88,90
2254.28,0.97,Gold,86118,152,urban,1.37,840.91,100
153.14,0.62,Bike,59392,164,student,,,5
365.82,0.67,Education,478270,132,rural,68.18,93.53,51
594.99,0.99,Marriage,738900,140,rural,54.13,182.0,90
2040.75,0.75,Gold,113487,126,urban,1.98,765.9,84
1036.2,0.66,Education,494719,114,urban,17.88,368.88,70
271.22,0.71,Gold,116201,127,rural,26.86,57.69,45
1596.51,0.73,House Downpayment,1902288,149,urban,43.81,579.0,79
1161.09,0.97,Emergency Fund,90009,122,urban,2.89,415.64,100
241.38,0.81,Gold,57656,161,student,23.91,32.15,32
2253.4,0.76,House Downpayment,889348,138,urban,14.01,846.16,85
263.5,0.62,House Downpayment,1214313,122,rural,286.06,56.6,39
226.8,0.72,Gold,46694,123,rural,14.99,41.52,39
575.92,0.92,Emergency Fund,45949,151,rural,3.6,169.97,81
288.0,0.96,Gold,206178,88,rural,34.36,80.0,79
402.67,0.67,Gold,70368,116,rural,8.18,114.67,57
1554.69,0.87,Education,448217,147,urban,10.61,563.08,94
448.32,0.96,Marriage,552990,100,rural,52.92,139.33,89
270.01,0.67,Emergency Fund,56731,103,student,11.32,66.8,49
517.57,0.73,House Downpayment,1726171,124,rural,146.2,157.43,66
1806.46,0.82,Bike,106024,177,urban,2.17,651.78,88
830.34,0.63,House Downpayment,1500742,130,urban,71.43,280.14,63
402.24,0.96,Emergency Fund,83766,154,student,11.25,99.3,71
189.88,0.94,Education,407689,156,student,401.11,13.55,20
1685.42,0.94,House Downpayment,1083248,123,urban,23.11,624.97,100
1968.57,0.69,Emergency Fund,43657,102,urban,0.78,746.63,78
571.04,0.86,Gold,126675,151,rural,10.05,168.02,75
314.42,0.79,Marriage,455151,132,rural,83.17,72.97,55
1897.2,0.93,Gold,274269,126,urban,5.16,708.48,100
651.48,0.89,House Downpayment,1092054,66,rural,62.17,234.19,95
252.59,0.67,Gold,171542,140,rural,50.79,45.04,35
983.52,0.72,Marriage,283660,160,urban,11.48,329.41,72
160.38,0.66,Education,333982,159,student,8067.2,0.55,5
351.26,0.91,Education,449999,111,rural,62.43,96.1,74
1816.08,0.94,Emergency Fund,104723,149,urban,2.09,666.83,100
289.38,0.78,Emergency Fund,106573,126,rural,21.74,65.35,52
1582.24,0.88,Marriage,545471,152,urban,12.71,572.1,95
211.06,0.61,House Downpayment,886188,148,student,468.44,25.22,21
421.94,0.73,Emergency Fund,149538,91,rural,15.06,132.38,68
674.5,0.95,Emergency Fund,44645,107,rural,2.62,227.0,95
405.84,0.76,House Downpayment,1753886,125,rural,208.17,112.34,63
213.64,0.98,Bike,136995,134,student,57.34,31.86,43
353.28,0.69,Gold,155454,170,rural,28.27,73.31,42
182.28,0.93,Marriage,658250,150,student,679.73,12.91,19
1016.4,0.84,Education,362421,75,urban,12.83,376.56,93
516.52,0.74,Emergency Fund,76757,119,rural,6.44,159.01,68
188.3,0.7,Emergency Fund,130246,133,student,78.51,22.12,24
306.68,0.82,Bike,105428,131,student,20.0,70.27,56
441.75,0.95,Gold,272682,145,student,30.63,118.7,76
983.58,0.78,Emergency Fund,51854,122,urban,2.01,344.63,81
1082.62,0.74,Education,328018,83,urban,10.94,399.85,81
471.24,0.99,Bike,121905,130,rural,11.91,136.5,86
437.72,0.62,Emergency Fund,37091,162,rural,4.48,110.29,46
687.8,0.95,House Downpayment,1539461,105,rural,88.05,233.12,96
1770.39,0.83,Gold,57603,149,urban,1.18,648.56,91
425.04,0.84,Emergency Fund,96056,167,rural,12.41,103.22,61
412.16,0.64,House Downpayment,806994,152,rural,103.4,104.06,48
186.14,0.82,Gold,190141,154,student,197.2,12.86,16
278.13,0.73,Emergency Fund,108065,147,rural,27.47,52.45,41
269.36,0.74,Bike,107354,120,student,23.96,59.74,49
1266.88,0.74,Marriage,734109,141,urban,21.73,450.35,78
1286.64,0.72,House Downpayment,1298359,194,urban,39.61,437.06,73
187.8,0.6,Bike,98309,84,rural,31.57,41.52,39
1526.4,0.72,Marriage,571664,159,urban,13.94,546.96,77
482.09,0.71,Marriage,479823,153,rural,48.6,131.64,58
168.0,0.84,House Downpayment,1021963,131,student,920.69,14.8,22
478.0,1.0,Gold,278718,150,student,28.32,131.2,82
174.44,0.98,House Downpayment,1348456,137,student,1200.55,14.98,25
490.68,0.94,House Downpayment,522836,145,rural,50.42,138.27,79
1403.64,0.84,Education,477583,126,urban,12.46,511.06,91
165.55,0.77,Bike,126825,125,student,104.25,16.22,22
299.0,0.92,Marriage,788627,131,student,156.47,67.2,62
552.96,0.72,House Downpayment,1629125,118,rural,124.85,173.98,67
431.48,0.67,Education,196222,128,rural,21.55,121.39,56
434.16,0.67,Emergency Fund,54447,120,rural,5.78,125.66,58
933.64,0.68,House Downpayment,1157418,142,urban,48.74,316.66,69
179.52,0.96,Marriage,347191,105,student,155.3,29.81,47
718.34,0.98,Gold,115651,161,rural,6.92,222.94,91
2002.44,0.82,Marriage,412577,110,urban,7.27,756.98,92
799.2,0.9,Gold,247968,146,urban,12.65,261.28,88
336.16,0.88,Bike,57151,138,student,9.61,79.26,62
807.34,0.74,Gold,54630,171,urban,2.86,254.54,69
242.2,0.7,Bike,142863,148,rural,50.55,37.68,32
286.74,0.81,Marriage,607287,101,student,108.99,74.3,62
2309.58,0.94,Marriage,252179,113,urban,3.83,878.63,100
409.86,0.81,House Downpayment,570708,135,rural,69.21,109.94,65
592.0,0.8,House Downpayment,1162911,119,rural,81.95,189.2,76
1523.8,0.95,Education,147359,88,urban,3.42,574.32,100
262.5,0.7,Marriage,613172,165,rural,209.63,39.0,31
217.28,0.97,Gold,195491,116,student,64.34,40.51,54
154.5,0.75,Bike,148143,115,student,125.02,15.8,23
256.75,0.79,Bike,121503,118,rural,29.19,55.5,51
241.2,0.9,Emergency Fund,133034,154,student,50.85,34.88,39
537.84,0.72,Marriage,767442,105,rural,59.1,173.14,69
244.86,0.66,Marriage,665011,108,rural,161.97,54.74,44
64.26,0.63,Marriage,749745,85,student,,,5
147.42,0.91,Gold,257292,117,student,281.93,12.17,22
150.52,0.71,Education,129292,118,student,132.53,13.01,18
244.44,0.84,House Downpayment,1619856,145,student,542.99,39.78,41
186.66,0.61,Education,241373,119,student,118.91,27.06,26
280.32,0.73,Emergency Fund,73182,117,student,14.94,65.33,51
258.24,0.96,Marriage,525730,130,student,136.65,51.3,57
1948.1,0.77,Gold,101732,90,urban,1.83,743.24,88
265.66,0.74,Education,450611,150,student,129.87,46.26,38
836.55,0.65,Gold,80278,134,urban,3.81,281.02,65
634.6,0.76,House Downpayment,1411944,167,urban,100.65,187.04,67
423.3,0.85,Emergency Fund,105234,127,rural,11.84,118.52,71
434.7,0.9,Marriage,780533,115,student,81.38,127.88,79
237.12,0.76,Gold,251223,92,rural,57.7,58.05,55
808.32,0.64,House Downpayment,658688,127,urban,32.23,272.53,64
239.01,0.93,Marriage,617637,144,student,216.69,38.0,44
455.65,0.65,Education,124475,100,rural,11.67,142.26,60
182.16,0.72,Gold,272876,177,student,1762.76,2.06,5
2023.85,0.85,Emergency Fund,122000,184,urban,2.21,735.94,92
1093.8,0.6,Marriage,380745,149,urban,13.43,377.92,62
452.14,0.94,Marriage,669171,93,student,62.11,143.66,89
2010.66,0.69,Marriage,684580,149,urban,12.26,744.66,76
407.22,0.66,Bike,50499,157,rural,6.73,100.09,48
366.3,0.74,Gold,286373,112,rural,37.54,101.72,61
457.6,0.64,Gold,54229,148,rural,5.84,123.84,51
1799.58,0.89,Emergency Fund,55261,102,urban,1.09,679.03,100
1740.42,0.66,Emergency Fund,70224,134,urban,1.46,642.57,73
644.92,0.92,Emergency Fund,34745,126,rural,2.23,207.57,88
1977.1,0.85,Education,323162,160,urban,5.93,726.84,93
225.09,0.61,Marriage,761803,144,rural,313.15,32.44,26
2242.24,0.77,House Downpayment,1509641,152,urban,24.07,836.1,86
324.88,0.62,House Downpayment,1710001,173,rural,375.3,60.75,34
637.56,0.63,Gold,59111,116,urban,3.78,208.62,61
309.59,0.83,Emergency Fund,35727,121,student,6.31,75.44,60
2216.8,0.8,Marriage,601724,114,urban,9.54,841.12,91
118.08,0.82,House Downpayment,1728048,80,student,1512.65,15.23,31
385.12,0.83,Marriage,283688,97,student,32.82,115.25,74
209.79,0.81,Gold,95440,139,student,44.94,28.32,32
335.0,0.67,Education,111721,154,rural,20.57,72.4,43
272.16,0.84,Marriage,304503,176,student,105.55,38.46,35
330.6,0.87,House Downpayment,1929117,150,rural,356.06,72.24,57
501.9,0.7,Gold,62493,82,rural,4.96,167.96,70
308.0,0.77,Bike,140102,133,student,26.69,70.0,52
408.5,0.95,Education,365757,146,student,46.45,105.0,73
1929.51,0.99,Gold,105110,155,urban,1.97,709.8,100
286.88,0.88,House Downpayment,1544061,113,student,296.0,69.55,64
330.24,0.96,Education,471960,105,student,69.85,90.1,78
101.5,0.7,Marriage,716318,102,student,,,5
1793.66,0.62,Education,190358,123,urban,3.8,668.26,69
261.76,0.64,House Downpayment,1906534,127,rural,471.59,53.9,39
352.88,0.88,Emergency Fund,146098,129,student,21.75,89.55,66
370.56,0.96,Gold,180909,144,student,26.62,90.62,70
343.68,0.64,Bike,69680,176,rural,13.85,67.07,37
737.49,0.93,Bike,136486,133,rural,7.53,241.8,91
407.43,0.81,Education,121908,125,rural,14.39,112.97,67
545.91,0.93,Bike,65771,139,rural,5.39,162.76,83
133.92,0.72,Marriage,741550,105,student,854.71,11.57,18
254.56,0.86,Emergency Fund,52041,157,student,17.78,39.02,39
694.08,0.96,House Downpayment,1202918,194,rural,80.18,200.03,83
200.97,0.63,Emergency Fund,37134,130,student,17.44,28.39,26
473.22,0.66,Marriage,747897,149,rural,76.89,129.69,54
382.5,0.9,Marriage,614477,189,student,105.85,77.4,54
470.12,0.73,House Downpayment,884442,128,rural,86.17,136.85,63
104.72,0.68,Education,139325,134,student,,,5
208.5,0.75,Emergency Fund,124315,98,student,37.5,44.2,47
220.32,0.81,House Downpayment,723156,151,student,347.74,27.73,30
266.88,0.64,Bike,141814,151,student,40.79,46.35,33
268.4,0.61,Bike,71596,115,student,15.56,61.36,41
1714.65,0.69,Marriage,799873,107,urban,16.58,643.06,77
492.42,0.87,Gold,283599,108,rural,24.59,153.77,81
86.8,0.62,Gold,154414,92,student,,,5
233.91,0.69,Emergency Fund,60553,124,student,18.36,43.96,38
360.36,0.99,Education,499864,162,student,84.0,79.34,65
142.08,0.64,Emergency Fund,134256,152,student,,,5
456.94,0.62,Gold,211046,150,rural,22.92,122.78,49
284.05,0.95,Education,420903,141,student,98.08,57.22,57
334.4,0.88,Emergency Fund,108529,113,student,16.34,88.56,69
297.6,0.64,Education,418636,144,rural,90.85,61.44,39
247.2,0.8,House Downpayment,1992647,131,rural,571.61,46.48,45
443.84,0.73,Bike,79684,144,rural,8.86,119.94,59
568.0,0.8,Education,258200,101,rural,18.43,186.8,78
439.56,0.99,House Downpayment,1900001,147,student,216.48,117.02,79
336.53,0.73,Gold,158528,141,student,27.03,78.21,50
525.98,0.91,Bike,107061,87,rural,8.13,175.59,91
617.32,0.92,Emergency Fund,140644,101,rural,9.08,206.53,92
523.58,0.94,Emergency Fund,35552,150,rural,3.17,149.43,80
157.92,0.84,Gold,123095,137,student,196.14,8.37,13
279.38,0.61,Gold,295645,134,student,67.79,58.15,38
181.09,0.91,Gold,149047,176,student,976.08,2.04,5
251.16,0.84,House Downpayment,949075,128,student,256.87,49.26,49
322.63,0.77,Gold,93803,156,rural,18.76,66.65,47
2541.5,0.85,Education,480232,111,urban,6.59,972.2,97
2575.44,0.98,Gold,186533,117,urban,2.53,983.38,100
2458.56,0.96,Bike,146353,133,urban,2.1,930.22,100
2591.12,0.98,Education,190408,149,urban,2.6,976.85,100
440.8,0.76,Bike,52035,112,rural,5.28,131.52,68
241.4,0.85,House Downpayment,1664836,160,student,681.75,32.56,34
266.25,0.71,Marriage,774705,96,rural,151.68,68.1,54
268.1,0.7,Emergency Fund,148456,150,rural,41.9,47.24,37
406.8,0.9,Education,383718,125,student,45.39,112.72,74
1733.55,0.65,House Downpayment,1037262,134,urban,21.62,639.82,71
1954.32,0.68,Bike,129873,109,urban,2.35,738.13,77
2280.6,0.9,Bike,51975,138,urban,0.81,857.04,100
186.3,0.81,Emergency Fund,35973,103,student,14.39,33.32,43
114.24,0.96,House Downpayment,1085669,132,student,,,5
2278.5,0.98,Emergency Fund,52599,113,urban,0.81,866.2,100
1624.56,0.84,House Downpayment,957499,132,urban,21.38,597.02,92
279.62,0.82,Gold,185236,113,rural,37.06,66.65,58
395.47,0.71,House Downpayment,1303770,93,rural,143.68,120.99,65
583.94,0.86,Education,442511,172,rural,35.81,164.78,72
244.11,0.79,Gold,109027,136,student,33.62,43.24,41
272.16,0.84,House Downpayment,1504557,140,student,379.48,52.86,48
290.4,0.8,Marriage,352136,119,student,68.48,68.56,56
1428.8,0.94,House Downpayment,1222513,142,urban,31.67,514.72,100
1365.14,0.98,House Downpayment,1922477,122,urban,51.55,497.26,100
1491.09,0.69,Gold,215693,121,urban,5.25,548.04,76
735.15,0.87,Education,410878,138,urban,22.94,238.86,84
220.8,0.69,Education,228638,144,rural,99.24,30.72,28
2173.6,0.88,Marriage,691081,64,urban,10.92,843.84,100
480.75,0.75,Education,247265,133,rural,23.7,139.1,65
325.92,0.97,Marriage,254681,138,rural,45.18,75.17,67
2250.36,0.84,Marriage,227252,92,urban,3.51,863.34,96
360.45,0.81,Marriage,266004,138,student,39.86,88.98,59
438.57,0.99,Gold,98286,170,rural,12.2,107.43,72
127.4,0.91,Emergency Fund,55755,151,student,,,5
1546.38,0.66,Emergency Fund,48136,109,urban,1.12,574.95,73
363.3,0.7,Marriage,513961,172,rural,89.56,76.52,44
453.15,0.95,Gold,78115,141,rural,8.34,124.86,78
138.6,0.7,Emergency Fund,54040,138,student,3002.22,0.24,5
123.19,0.97,Gold,121050,140,student,,,5
133.76,0.76,Emergency Fund,71271,158,student,,,5
479.16,0.99,Bike,103252,127,student,9.77,140.86,87
611.61,0.87,Bike,102788,116,rural,6.91,198.24,84
507.87,0.99,Emergency Fund,119908,189,rural,12.53,127.55,74
141.34,0.74,Bike,145286,133,student,580.68,3.34,5
265.2,0.6,House Downpayment,1444019,124,rural,340.89,56.48,38
405.72,0.84,Emergency Fund,111634,164,student,15.39,96.69,60
381.64,0.94,Marriage,702372,132,student,93.78,99.86,73
1516.56,0.89,Education,218123,108,urban,5.16,563.42,99
2139.45,0.85,Emergency Fund,45037,114,urban,0.74,810.18,96
1209.0,0.93,Marriage,774632,84,urban,22.95,450.0,100
385.52,0.79,Education,185518,157,student,27.06,91.41,56
498.96,0.81,Education,286382,126,rural,25.6,149.18,72
291.9,0.7,Education,178999,140,student,39.28,60.76,43
500.07,0.79,Bike,125577,163,rural,12.42,134.83,63
1920.6,0.9,House Downpayment,1191354,129,urban,22.17,716.64,100
1357.2,0.87,Gold,82258,145,urban,2.26,484.88,93
113.6,0.71,Emergency Fund,29503,118,student,,,5
278.25,0.75,Marriage,582035,139,rural,139.33,55.7,45
447.95,0.85,Marriage,608019,111,rural,60.15,134.78,76
633.04,0.82,Education,216579,144,rural,14.76,195.62,76
187.61,0.73,Marriage,302670,110,student,130.0,31.04,36
1617.2,0.65,Marriage,367896,74,urban,7.95,617.28,74
2419.6,0.92,Emergency Fund,71782,145,urban,1.05,909.84,100
282.94,0.94,Gold,203456,108,rural,38.77,69.98,69
365.25,0.75,Education,401405,107,student,51.81,103.3,63
2012.92,0.98,Education,145373,131,urban,2.57,752.77,100
144.96,0.96,Gold,63566,155,student,,,5
1837.5,0.98,Education,344404,146,urban,6.79,676.6,100
408.0,0.96,Emergency Fund,42023,115,student,4.78,117.2,82
478.24,0.98,Marriage,222832,121,rural,20.79,142.9,87
159.6,0.76,Bike,60495,142,student,114.57,7.04,10
356.0,0.8,Gold,127635,162,student,21.93,77.6,52
2599.0,0.92,Gold,207457,95,urban,2.76,1001.6,100
110.7,0.82,House Downpayment,1391309,124,student,,,5
553.04,0.62,House Downpayment,1677744,109,urban,125.95,177.62,59
768.24,0.97,Marriage,597589,153,rural,32.38,246.1,93
710.4,0.96,Emergency Fund,140630,122,rural,7.97,235.36,95
2012.8,0.85,Gold,208509,172,urban,3.78,736.32,93
315.9,0.78,Bike,90220,124,student,15.67,76.76,56
494.9,0.7,Marriage,749200,113,rural,65.39,152.76,64
1075.19,0.79,Emergency Fund,47615,101,urban,1.63,389.68,85
368.92,0.92,Gold,157113,120,rural,21.04,99.57,74
168.3,0.85,Bike,134531,174,student,,,5
383.94,0.79,House Downpayment,1315432,159,rural,194.93,89.98,55
129.36,0.77,Education,143853,137,student,,,5
283.92,0.78,House Downpayment,1424033,125,student,298.69,63.57,52
433.2,0.76,Education,276967,85,rural,26.51,139.28,73
417.69,0.63,House Downpayment,1206009,128,rural,138.77,115.88,52
261.44,0.86,Gold,290351,107,student,62.67,61.78,60
750.27,0.89,House Downpayment,1282145,151,urban,71.32,239.71,85
738.92,0.91,House Downpayment,1566235,109,urban,82.88,251.97,93
711.98,0.97,Emergency Fund,147488,196,rural,9.53,206.39,84
601.44,0.84,Gold,216720,145,rural,15.83,182.58,76
355.2,0.96,Emergency Fund,23907,139,rural,3.69,86.48,70
336.26,0.86,Education,424028,142,rural,72.76,77.7,59
870.33,0.67,Bike,139031,89,urban,5.93,312.53,72
344.96,0.98,House Downpayment,1550301,162,student,282.45,73.18,62
266.34,0.69,Emergency Fund,50442,91,rural,9.59,70.14,54
230.34,0.66,House Downpayment,1836471,132,rural,622.49,39.34,33
116.35,0.65,Education,480835,152,student,,,5
2119.26,0.78,House Downpayment,703736,127,urban,11.77,796.9,87
1606.86,0.79,Gold,164956,129,urban,3.72,591.14,87
156.0,0.78,Bike,105539,125,student,113.48,12.4,18
142.56,0.72,Bike,136783,143,student,,,5
291.04,0.68,Emergency Fund,131173,124,rural,26.18,66.82,46
1514.04,0.93,Bike,125299,72,urban,2.9,576.82,100
476.44,0.86,Marriage,524434,184,rural,59.78,116.98,63
641.52,0.88,House Downpayment,823624,157,rural,56.66,193.81,79
709.07,0.97,Bike,96304,113,rural,5.39,238.43,97
294.06,0.78,House Downpayment,1025738,136,student,216.32,63.22,50
345.1,0.7,Education,401964,96,rural,53.79,99.64,60
227.91,0.71,Emergency Fund,132464,114,rural,38.76,45.56,42
858.13,0.91,Education,375349,172,urban,18.24,274.45,87
324.1,0.7,Gold,122174,130,student,20.98,77.64,50
652.41,0.99,Bike,109694,66,rural,6.24,234.56,100
271.04,0.88,Gold,48452,148,rural,13.13,49.22,47
368.9,0.85,Gold,142413,151,rural,21.79,87.16,60
373.15,0.85,Gold,127060,173,student,21.16,80.06,54
1829.1,0.65,Education,430831,142,urban,8.51,674.84,71
131.22,0.81,Marriage,285844,153,student,,,5
186.05,0.61,Education,132984,101,student,52.12,34.02,33
769.41,0.83,House Downpayment,1442421,132,urban,75.43,254.96,82
2277.6,0.78,Bike,88170,162,urban,1.39,846.24,86
367.65,0.95,Bike,66683,139,rural,9.72,91.46,70
346.48,0.61,Bike,84053,144,rural,13.84,80.99,42
1760.42,0.89,Bike,58604,185,urban,1.24,630.17,95
334.62,0.78,Gold,77585,140,student,13.29,77.85,54
254.1,0.7,Gold,55833,132,rural,15.24,48.84,40
372.33,0.63,Emergency Fund,139677,96,rural,16.85,110.53,56
356.04,0.86,Education,129569,131,rural,19.19,90.02,65
280.8,0.8,Emergency Fund,20381,157,student,5.49,49.52,42
1275.96,0.62,Bike,140356,168,urban,4.22,443.18,64
407.36,0.76,Education,491154,154,rural,64.62,101.34,56
81.12,0.78,Marriage,415946,154,student,,,5
274.68,0.84,Marriage,750275,124,student,165.98,60.27,55
347.7,0.95,Gold,125303,135,rural,19.64,85.08,69
490.62,0.74,Education,381741,174,rural,40.19,126.65,57
301.72,0.76,Education,228170,88,student,35.59,85.49,64
1604.48,0.92,Education,363527,134,urban,8.24,588.19,100
368.76,0.84,House Downpayment,962082,147,rural,144.61,88.7,60
680.16,0.78,Bike,53177,161,urban,3.41,207.66,71
1862.19,0.81,Bike,85636,125,urban,1.64,694.88,90
456.95,0.95,Marriage,220337,150,rural,23.93,122.78,76
1793.7,0.9,Emergency Fund,57286,146,urban,1.16,659.08,99
348.48,0.72,Bike,132778,82,student,16.61,106.59,66
751.68,0.96,Marriage,633573,147,rural,34.93,241.87,92
108.5,0.7,Marriage,447867,157,student,,,5
637.47,0.81,Education,459981,106,rural,28.85,212.59,81
129.0,0.86,Gold,146270,123,student,812.61,2.4,5
328.95,0.85,Emergency Fund,57360,88,rural,7.94,96.38,74
419.64,0.78,Marriage,693048,179,rural,96.0,96.26,53
299.0,1.0,Bike,77233,126,student,14.88,69.2,69
175.56,0.84,Bike,74568,80,student,26.01,38.22,54
427.68,0.81,Bike,93154,126,rural,10.29,120.67,68
420.75,0.99,House Downpayment,1797757,159,rural,228.94,104.7,73
1585.78,0.94,Bike,122545,127,urban,2.8,583.51,100
419.05,0.85,Emergency Fund,59492,158,rural,7.6,104.42,63
364.0,0.8,Gold,70392,151,rural,11.02,85.2,56
1832.3,0.73,Bike,74271,123,urban,1.45,683.72,81
344.1,0.93,Bike,135720,176,rural,26.91,67.24,54
1541.0,0.67,House Downpayment,1222277,153,urban,29.35,555.2,72
83.52,0.72,Emergency Fund,73523,132,student,,,5
287.28,0.72,Bike,106023,141,student,24.16,58.51,43
222.95,0.91,House Downpayment,1980805,99,student,532.69,49.58,60
301.08,0.78,Emergency Fund,61742,104,student,10.44,78.83,61
1817.64,0.66,House Downpayment,1339702,174,urban,27.17,657.46,71
578.1,0.82,Marriage,345413,118,rural,25.02,184.04,78
